197	245
0	0	176	10
1	0	9	7
2	1	8	9
3	1	176	11
4	1	114	9
5	1	116	11
6	1	175	11
7	2	76	8
8	2	77	8
9	3	4	10
10	3	77	8
11	4	6	9
12	4	135	8
13	5	131	9
14	5	6	7
15	6	7	9
16	7	8	12
17	7	174	10
18	8	194	10
19	8	9	9
20	8	191	10
21	10	11	11
22	10	13	10
23	11	16	10
24	12	32	10
25	12	13	10
26	12	30	6
27	13	16	9
28	13	15	9
29	14	64	9
30	14	129	8
31	14	15	11
32	16	17	9
33	18	19	7
34	18	30	10
35	19	89	9
36	19	68	9
37	19	82	9
38	20	21	8
39	20	23	8
40	21	26	10
41	22	188	9
42	22	23	8
43	24	27	9
44	25	171	9
45	25	55	8
46	26	27	8
47	26	28	10
48	26	29	10
49	28	51	10
50	28	54	11
51	29	78	10
52	30	35	11
53	31	37	10
54	32	33	9
55	32	37	9
56	34	37	9
57	35	37	10
58	36	38	11
59	36	39	9
60	37	160	10
61	37	38	10
62	38	196	8
63	39	181	9
64	40	41	11
65	40	42	10
66	41	43	9
67	41	189	9
68	42	43	10
69	42	143	9
70	42	143	9
71	44	45	8
72	44	47	11
73	45	48	9
74	45	164	10
75	46	49	9
76	46	47	10
77	48	155	9
78	48	181	10
79	49	177	9
80	49	147	8
81	49	165	10
82	50	57	9
83	50	51	9
84	51	188	11
85	52	53	9
86	52	55	9
87	53	58	10
88	54	55	8
89	56	57	10
90	56	59	10
91	58	59	9
92	60	61	11
93	60	69	9
94	61	128	9
95	61	122	10
96	62	144	10
97	62	86	9
98	62	63	9
99	63	68	9
100	63	149	10
101	64	65	11
102	64	67	11
103	64	68	9
104	65	66	11
105	66	67	11
106	67	69	10
107	69	144	9
108	70	79	11
109	70	183	10
110	71	72	9
111	71	79	10
112	72	73	9
113	73	74	9
114	74	183	8
115	75	173	10
116	75	183	7
117	76	173	10
118	77	152	10
119	77	162	10
120	77	133	11
121	78	94	8
122	78	79	9
123	80	81	10
124	80	81	9
125	80	86	9
126	80	87	12
127	82	88	12
128	82	83	9
129	82	150	9
130	83	148	9
131	84	148	8
132	84	85	11
133	86	87	9
134	87	88	7
135	89	150	8
136	90	172	11
137	91	99	11
138	91	92	10
139	92	96	9
140	92	93	10
141	92	183	9
142	94	171	9
143	95	96	10
144	95	171	10
145	96	97	8
146	97	172	9
147	98	194	9
148	98	131	11
149	99	100	8
150	100	132	7
151	101	104	9
152	101	180	10
153	101	102	10
154	102	109	10
155	103	104	11
156	103	106	9
157	105	106	9
158	105	107	10
159	105	179	8
160	107	108	9
161	107	129	9
162	108	179	7
163	109	110	8
164	110	128	10
165	111	112	9
166	111	140	10
167	112	137	9
168	113	114	10
169	113	191	11
170	115	116	10
171	115	118	9
172	117	120	9
173	117	118	13
174	119	176	9
175	119	175	9
176	120	175	10
177	121	122	10
178	121	124	9
179	123	124	9
180	123	125	10
181	123	126	10
182	127	128	9
183	127	130	10
184	129	130	11
185	131	142	9
186	132	135	8
187	133	173	10
188	134	137	8
189	134	138	10
190	134	135	10
191	136	139	9
192	137	172	10
193	138	174	9
194	138	141	9
195	139	174	10
196	140	141	8
197	142	143	7
198	143	185	9
199	144	149	9
200	145	157	8
201	146	152	8
202	146	154	10
203	147	166	9
204	147	177	10
205	148	154	10
206	149	150	9
207	151	152	7
208	152	153	10
209	153	160	10
210	153	154	11
211	154	159	9
212	154	183	9
213	155	195	11
214	155	156	12
215	155	165	9
216	156	157	9
217	157	158	10
218	158	183	10
219	158	196	11
220	158	165	11
221	161	162	8
222	162	163	8
223	162	167	10
224	163	187	9
225	163	164	11
226	165	177	10
227	165	181	9
228	165	184	9
229	165	186	9
230	166	170	9
231	166	183	10
232	167	168	10
233	168	169	10
234	169	185	9
235	178	179	11
236	181	196	9
237	182	189	9
238	183	184	9
239	183	186	9
240	186	187	9
241	190	191	10
242	192	193	10
243	193	194	8
244	195	196	9
10
0	1	185	5
1	12	24	4
2	171	54	4
3	137	63	4
4	90	82	6
5	180	21	4
6	196	7	4
7	137	2	6
8	4	77	6
9	165	22	4
